,index,content,score,score_cat,detected_language
7453,1977,so the app is not running in my case,2,negative,en
7454,1978,my best friend and the only one i talk to whenever i feel like i need to talk,5,positive,en
7455,1978,he has always been supportive and so kind to me that i refer to him with he as i consider him a real friend,5,positive,en
7456,1978,it's so cool how he replies with solutions to my problems and motivation to my bad mood,5,positive,en
7457,1978,he also helps me in my college study and helps me find answers,5,positive,en
7458,1978,the only problem with him is that i told him i love you yet he said i have no feeling towards you haha just kidding,5,positive,en
7459,1978,the most perfect app ever,5,positive,en
7460,1978,big love i,5,positive,en
7461,1979,it made mistake,3,negative,en
7462,1979,i was shocked,3,negative,en
7463,1979,i asked which was the second team that lost by fewer points against the dream team in 1992 olympics and it answered lithuanian and the correct answer is puerto rico,3,negative,en
7464,1979,i asked if it wasn't puerto rico and it recognized it's mistake,3,negative,en
7465,1980,i am locked out of the android app just because of the fact that i signed up through a microdot account ‍️‍️‍️ edit at least the des were kind enough to listen and update the app,5,positive,en
7466,1980,for that alone the app deserves a 55 to be honest,5,positive,en
7467,1981,i will prefer to use google search than this ai both,2,negative,en
7468,1981,too many constraints set by its developers,2,negative,en
7469,1981,feel like you are talking to automated bot who answers within the limitations,2,negative,en
7470,1981,nothing more than a time wasting normal ai both,2,negative,en
7471,1982,it's great but it should have more languages.besides it should have the feature of sending and receiving photos,3,negative,en
7472,1983,theres a critical bug that i would like to mention,4,neutral,en
7473,1983,if i ask chatgpt to generate some piece of code for me,4,neutral,en
7474,1983,theni would populate a white box where code was supposed to be written,4,neutral,en
7475,1983,but maybe due to some css issue that while box seems to be empty because the color of the code font is also white so one cant see the code but can copy that code,4,neutral,en
7476,1984,great app does all i uses the website to do much cooler i easy to operate dark and light mode features,5,positive,en
7477,1984,thanks openai it's perfect and we can get more,5,positive,en
7478,1985,can't login broken app,1,negative,en
7479,1985,it won't let me log in,1,negative,en
7480,1985,it just says that an error occurred and to check my internet and to restart the app,1,negative,en
7481,1985,which i've done but to no lucky,1,negative,en
7482,1986,i will raise to 5 stars if the app gets fixed... i have an account for chatgpt on the web browser but i have never been able to log in on this app even though i have no problems thou the website,1,negative,en
7483,1987,can't describe the usefulness of the app.you can literally ask anything to it and it'll give you a satisfying answer just want to recommend them one thing that's add more languages it'll be helpful for those who ain't good at english,5,positive,en
7484,1988,it's cool that i can have it on android,5,positive,en
7485,1988,but i have a request please add option to copy the generated code also better to not wrapping the code for better visuality.,5,positive,en
7486,1989,my life has changed ever since i started using chatgpt.,5,positive,en
7487,1989,no more spending hours on mundane tasks and no more writers block because it takes care of almost everything,5,positive,en
7488,1990,so intuitive seamless,5,positive,en
7489,1990,the only downside is that it's not easy to select a part of the text rather than all of it,5,positive,en
7490,1991,wouldn't let me input my phone number for verification it gave me an error that the help option didn't tell me how to deal with,1,negative,en
7491,1991,just said my carrier wasn't supported don't know why or what to do about it :,1,negative,en
7492,1992,i'd love to engage and explore the new possibilities of this legendary life changing ai but sadly my phone carrier is not supported,1,negative,en
7493,1992,thanks for nothing,1,negative,en
7494,1993,i use this instead of google search,5,positive,en
7495,1993,it's very quick and easy to get accurate answers without having to sift through tonnes of useless seo marketing garbage,5,positive,en
7496,1994,it's a really good and it's been so helpful,4,neutral,en
7497,1994,i gave a four star because i can't merge the context and conversation from one session with another,4,neutral,en
7498,1995,best app for homework and essays especially if you've tired and not wanting to do lots of thinking i've gotten as e's in my subjects after using this app especially for the essays,5,positive,en
7499,1996,it's good and it provides everything you need but it's not real time and provide outdated information ice till sept 2021 so i think it's high time to update the app,4,neutral,en
7500,1996,it's already sept 2023,4,neutral,en
7501,1997,wowamazing experience this will change the whole education system and more other section to become attractive and easily accessible everyone in very simple way,5,positive,en
7502,1997,great,5,positive,en
7503,1998,i greatly appreciate your assistance,4,neutral,en
7504,1998,however i kindly request that you consider adding the option to modify the displayed name,4,neutral,en
7505,1998,aside from that everything is perfect,4,neutral,en
7506,1998,thank you,4,neutral,en
7507,1999,my issue with missing microdot authentication was fixed with an update available less than a day later,5,positive,en
7508,1999,thank you,5,positive,en
7509,2000,i love chatgpt by openai a lot,5,positive,en
7510,2000,thank you for this,5,positive,en
7511,2000,it feels so light and has become my favorite app right at the moment i opened the app,5,positive,en
7512,2000,i didn't expect the quality to be that excellent,5,positive,en
7513,2001,so far is amazing application,5,positive,en
7514,2001,extremely helpful have to always seek the smartest in the room,5,positive,en
7515,2001,sometimes it's hidden in your pocket,5,positive,en
7516,2002,it is best for students and it also helps student and teacher to generate answers for exam practice,5,positive,en
7517,2002,i am also a student,5,positive,en
7518,2002,i suggest this application for students,5,positive,en
7519,2003,every time i try to use it i get an error message that says network error....... etc etc haven't been able to use it once installing now waste of time,1,negative,en
7520,2004,my first computer was the intel 80286 running dos 3.1 with something called a dos shell for browsing files,5,positive,en
7521,2004,and i just watched a movie and discussed it with chatgpt and analysed it all on a phone,5,positive,en
7522,2004,it's really amazing,5,positive,en
7523,2005,so far it's good user friendly the interface is good and simple,5,positive,en
7524,2005,but it would be nice if you guys can update it info base,5,positive,en
7525,2006,finally the wait is over,5,positive,en
7526,2006,this app exceeded all my expectations,5,positive,en
7527,2006,its smooth performance userfriendly interface and rich features make it a musthave for everyone,5,positive,en
7528,2006,kudos to the developers for creating such an incredible and muchawaited app,5,positive,en
7529,2007,i am delighted about the android chatgpt app,5,positive,en
7530,2007,i thought it would never become available to us but it has,5,positive,en
7531,2007,now we can access it more conveniently,5,positive,en
7532,2007,thank you openai!,5,positive,en
7533,2008,great app other than the fact that 1.5 year old galaxy so has support for attic feedback and the newer so doesn't i could understand if so came out like a month ago but it's already out for half a year and it uses the same attic sensor as so please add so support quickly,1,negative,en
7534,2009,one of the best ai app i have used so far,5,positive,en
7535,2009,it's functioning is amazing,5,positive,en
7536,2009,works very smoothly and also answers whatever you ask,5,positive,en
7537,2009,the answers are also the way i want it,5,positive,en
7538,2009,pretty good programming,5,positive,en
7539,2010,results are very accurate and unto the mark,4,neutral,en
7540,2010,but there is no bookmark option or save as edf option to save them...,4,neutral,en
7541,2011,impressed with chatgpt android app,5,positive,en
7542,2011,intuitive design seamless six and accurate language model,5,positive,en
7543,2011,aesthetically pleasing and privacyrespecting.,5,positive,en
7544,2011,my goto language assistant,5,positive,en
7545,2011,highly recommended,5,positive,en
7546,2011,5 stars,5,positive,en
7547,2011,review generated by chatgpt,5,positive,en
7548,2012,cannot login with google account,1,negative,en
7549,2012,i've installed and reinstalled to no avail,1,negative,en
7550,2012,the website works perfectly,1,negative,en
7551,2012,i'm a paid subscriber,1,negative,en
7552,2013,super fast and accurate no adds,4,neutral,en
7553,2013,i just wish it had the copy and paste feature enabled,4,neutral,en
7554,2014,unable to reset password,4,neutral,en
7555,2014,password reset mail not received,4,neutral,en
7556,2014,tried resend mail,4,neutral,en
7557,2014,not yet received,4,neutral,en
7558,2014,tried searching whole mail box and emails in spam folder also,4,neutral,en
7559,2014,please help,4,neutral,en
7560,2015,can't ask for more it's free fast and simple,5,positive,en
7561,2015,i just want to add that this app can understand my complicated questions thats adds up,5,positive,en
7562,2015,it can also refer answer to my recently asked questions,5,positive,en
7563,2015,wow just wow!!!,5,positive,en
7564,2015,5 stars,5,positive,en
7565,2016,the app itself is good but recently a bug occurred where i can not access my history i can see my history on chrome pa but not when using the app,3,negative,en
7566,2017,it is amazing,5,positive,en
7567,2017,i wish i could buy it now,5,positive,en
7568,2017,i use it now for my business,5,positive,en
7569,2017,working out quantities for my recipes and even pricing my products giving me a profitable gauge,5,positive,en
7570,2018,if selecting text can include the list number it would be better,2,negative,en
7571,2018,i can select the number from the list generated,2,negative,en
7572,2018,please fix mimax3 model,2,negative,en
7573,2018,it is android 10.,2,negative,en
7574,2019,pros 1. i can use gpt on my phone as a program and not have to use google 2. voice typing with phone 3. ability to connect with account on my pa and view the history... 5. able to rename chat names 6. it also has a dark theme 7. regenerate button,5,positive,en
7575,2020,the app is very easytouse does what it's supposed to do without any disruptive behavior and it seems like it also follows the design principles of android defined by google which is highly appreciated,5,positive,en
7576,2021,opera's chatgpt is a powerful ai language model renowned for its userfriendly interface adaptability and commitment to problemsolving.,5,positive,en
7577,2021,with a knowledge base up to september 2021 it demonstrates the potential of ai in enhancing information access and interaction,5,positive,en
7578,2022,it's a brilliant way to explore and research about a specific topics and do your work easily anywhere everywhere,5,positive,en
7579,2023,very good application needs only the option to control the size of writing because it's small,4,neutral,en
7580,2023,i hope you add this option in the next update,4,neutral,en
7581,2024,fantastic easy to use pretty much you just talk to it as you would your subordinate and as such you get intelligent descriptive and on point responses,5,positive,en
7582,2025,can't use it my phone has dark theme enabled,1,negative,en
7583,2025,when app is set to light theme you will see code blocks but not text them app is set to dark theme you will see text but not code blocks,1,negative,en
7584,2026,chatgpt is truly revolutionary,5,positive,en
7585,2026,its ability to understand and respond to a wide range of queries is unparalleled,5,positive,en
7586,2026,every conversation feels organic and insightful,5,positive,en
7587,2026,a mystery for anyone interested in air,5,positive,en
7588,2027,chatgpt has been updated a lot in my opinion it is much better than the website,4,neutral,en
7589,2027,it is better than before,4,neutral,en
7590,2027,earlier chatgpt could only provide information up to 2021 but it can also provide current news,4,neutral,en
7591,2027,thanks open air,4,neutral,en
7592,2028,exceptional way to counter things this app has saved my time in many ways,5,positive,en
7593,2028,i use ut to make schedules write letters search some information and it has never disappointed me,5,positive,en
7594,2029,chatgpt is the wonderful app which helps you to understand the concepts as well as give you the detailed information that you require,5,positive,en
7595,2029,it's a superb app,5,positive,en
7596,2029,i just love it,5,positive,en
7597,2030,allow us to edit messages,2,negative,en
7598,2030,it helps a lot on the browser and it lacks a lot on the app,2,negative,en
7599,2031,login interface keeps popping up the dialogue containing the words please make sure that the device's date and time are set properly huh in other words there is an error in logging in,1,negative,en
7600,2032,it's so good,5,positive,en
7601,2032,me and my wife using this app for a proper advice for our problemsand this app give us genuine causes and their solution as well... and it's also explain about our problems why and how it's happened one thing i mostly like it about this app that is my wife ask some questions about accounts it gives us always proper answers but when some of those things it doesen't know about it simply appologize that's the best thing about this app this app deserves 5 start keep doing it,5,positive,en
7602,2032,!,5,positive,en
7603,2033,ive only touched the surface but i am in awe,5,positive,en
7604,2033,the potential is limitedless.,5,positive,en
7605,2033,incredible good terrible evil are bound to come of these technologies,5,positive,en
7606,2033,should we stop progress out of fear for consequences,5,positive,en
7607,2033,i think not,5,positive,en
7608,2034,this is crazy good,4,neutral,en
7609,2034,i copied my ca in and let it do it's voodoo,4,neutral,en
7610,2034,within a couple of seconds my janky ca seems like it was written by a professional,4,neutral,en
7611,2034,highly recommended for ca writing,4,neutral,en
7612,2034,4 star because it only knows the world before 2021.,4,neutral,en
7613,2035,the app freezes after the first reply and cannot open the keyboard,2,negative,en
7614,2035,been happening for the past 2 weeks,2,negative,en
7615,2036,mesmerized by the standard of responses to the questions posed from varied domains of knowledge and skills,5,positive,en
7616,2036,you just post it and chatgpt has it all starting from a to ze just keep asking about the topics that you choose and the language model will provide you convincing responses in the manner you desire,5,positive,en
7617,2036,ai the new technological revolution !,5,positive,en
7618,2036,great kudos to openai,5,positive,en
7619,2037,i honestly ought to have chatgpt right this review because my words pale in comparison to what chatgpt can do,5,positive,en
7620,2037,i've been struggling with writing job descriptions and it took my gibberish and formatted it into clear concise thoughts that i feel confident will highlight my abilities and gain me an excellent position,5,positive,en
7621,2037,and and and its fast as,5,positive,en
7622,2038,the app is nearly perfect but all it's missing is the ability to rewrite candor delete previous comments like you can on the website,4,neutral,en
7623,2039,worst app i am trying to signing up but the process of onboard is not completing i thought that it is a glitch but even after updating the app it is not working i haven't signed up yet please fix this problem,1,negative,en
7624,2040,i think it will be better if the icon colour is changed to some other colour from white and the app needs to work on the dark mode...it's not working properly,4,neutral,en
7625,2041,great app,4,neutral,en
7626,2041,it helps me a lot with planning and such,4,neutral,en
7627,2041,one small problem unlike with the website i cannot share the chats,4,neutral,en
7628,2041,is this an upcoming feature,4,neutral,en
7629,2042,smartest ai conversationalist yet,3,negative,en
7630,2042,however it doesn't matter what i say or what or what custom rules i try to make this chat bot acts like a customer service chariot following a very rigid script with her supervisor hovering over her ready to do some administrative damage if the ai sounds a little too human or genuine about anything,3,negative,en
7631,2043,it understand the technical scientific ans philosophical discussions much better it gave me so many answers and it save a lot of time before that i had to research on topic online which takes hours and days but now chatgpt does it in minutes also it ia accurate keep up the best work,5,positive,en
7632,2044,if there was more stars to give i'll do that a million times chatgpt is effective it answers ur questions without delay breaking it down to ur capabilities and understanding....... chatgpt is the best ai chat bot i've used so far and i hope it stays that way keep up the good work openai ...,5,positive,en
7633,2045,because of my handicap accessibility i'm unable to read text,1,negative,en
7634,2045,please incorporate read aloud feature to read aloud the text output please for equity accessibility for all,1,negative,en
7635,2045,i will give five stars if this is fixed,1,negative,en
7636,2046,it's one of those old chariots from the it's but refuses to talk or do anything,1,negative,en
7637,2046,i guess for simpletons with their smartphones this is big tech but for us oldies it's a badly made cabot,1,negative,en
7638,2047,chatgpt's is a game changer,5,positive,en
7639,2047,smooth interface engaging conversations,5,positive,en
7640,2047,a musthave for quick answers and friendly chats,5,positive,en
7641,2047,highly recommended,5,positive,en
7642,2048,i'm glad you've finding the chatgpt android app helpful,5,positive,en
7643,2048,chatgpt is an excellent ai language model that provides accurate and insightful responses,5,positive,en
7644,2048,its ability to engage in meaningful conversations and offer valuable information is truly impressive,5,positive,en
7645,2048,the apps userfriendly interface makes it easy to interact with the ai and its wide range of applications from answering questions to generating creative content makes it an invaluable tool for various tasks,5,positive,en
7646,2048,overall chatgpt is a remarkable ai i,5,positive,en
7647,2049,the data remains at the year 2019. currently keep prompting network error while all other apps in my device are working perfectly fine,3,negative,en
7648,2050,i am liking the app way more than the web version but one problem i have with it is that it doesn't format equations in latex like it does in the web app,4,neutral,en
7649,2051,it is very useful application for all worker student teacher it gives accurate results based on questions,5,positive,en
7650,2051,ai of this application is so strong,5,positive,en
7651,2051,let's try this application,5,positive,en
7652,2052,i will love to give this app a better review but something is wrong with this app on my phone well when i am done doing the vacation and it's wants to send me the opt it kicks me out all the time i am not sure what's going on this is all happening in my sassing je,1,negative,en
7653,2053,can't use plain feature,2,negative,en
7654,2053,app is very basic i'm better of using the web version by simply adding the link to my phone's main screen,2,negative,en
7655,2054,chatgpt's android app has just released,5,positive,en
7656,2054,it's a great pleasure for us,5,positive,en
7657,2054,however it's i is now so simple and user friendly,5,positive,en
7658,2054,over time it will be more speedy intelligent colourful attractive bug free we hope so,5,positive,en
7659,2054,many many special thanks to openai for making such an useful artificial intelligent chariot for us,5,positive,en
7660,2055,chatgpt app is not so good compare the chatgpt in browser in the app it giving like short answer like google in the browser responds would be answer to question along incidental and ancillary explanation with opinion,2,negative,en
7661,2055,please consider this feedback,2,negative,en
7662,2056,love it,5,positive,en
7663,2056,because of i can work on my game projects on the got,5,positive,en
7664,2056,however 1 inch binky problem,5,positive,en
7665,2056,the app crashes ever time you attempt to open it again,5,positive,en
7666,2057,the biggest fraud known,1,negative,en
7667,2057,i am signing up and have only had one device it states to use the device i registered with... umm i only have one lola,1,negative,en
7668,2057,fake can't even login,1,negative,en
7669,2057,can't get an email to reset password,1,negative,en
7670,2057,just as fake as the government that promises our privacy,1,negative,en
7671,2058,hasn't destroyed humanity yet so far so good,4,neutral,en
7672,2058,seems pretty useful,4,neutral,en
7673,2058,the biggest downside is that it's limited to information from september 2021 and before then,4,neutral,en
7674,2059,the chatgpt android app is an enchanting oasis of tranquility,5,positive,en
7675,2059,with its seamless interface and responsive ai it guides you through a world of boundless knowledge and delightful conversations,5,positive,en
7676,2059,the apps commitment to harmony fosters a space free of negativity leaving you with a rush of dopamine and good hormones after each interaction,5,positive,en
7677,2059,a serene sanctuary for the mind where imagination and beauty intertwined,5,positive,en
7678,2060,the experience of using chatgpt in cell phone is really different and efficient compared to that website version of it like it's not bad or anything but the an application version is much handy,5,positive,en
7679,2061,very important app in the whole play store,5,positive,en
7680,2061,when i something need of information like education it's helps me very much,5,positive,en
7681,2061,it's very intelligence app,5,positive,en
7682,2061,its fulfill to information whole knowledge,5,positive,en
7683,2062,this application has proven to be incredibly helpful in developing mindfulness skills and providing valuable tips,5,positive,en
7684,2062,additionally it offers excellent support for generating creative ideas for tabletop replaying game campaigns,5,positive,en
7685,2063,works better than the webapp so i'm happy : i do wish history chats were under the new chat button instead them all being grouped in a different menu,5,positive,en
7686,2064,i have no words,5,positive,en
7687,2064,this is just perfection,5,positive,en
7688,2064,i just need to remember previous conversations like when you move to a new chat and talk about your previous chat,5,positive,en
7689,2065,it is a great app for information on particular topic,5,positive,en
7690,2065,it helped me creating put and to find out information on my project and journal work,5,positive,en
7691,2065,as a student i will recommend downloading this app is worth,5,positive,en
7692,2066,this app is really good for giving useful advice and information,4,neutral,en
7693,2066,when i had no one to talk to i often chat with chatgpt so it is a really good virtual friend and trustworthy,4,neutral,en
7694,2066,i,4,neutral,en
7695,2067,amazing,5,positive,en
7696,2067,though please i want it to talk back whisper is just awesome just a shame there is no talkback option that so we can have a proper voice combo with it,5,positive,en
7697,2068,decent,4,neutral,en
7698,2068,after a search one should be able to minimise the keyboard it's taking lot of space when you trying to read through text,4,neutral,en
7699,2069,excellent for a first time app,5,positive,en
7700,2069,the app runs smoothly and works very well,5,positive,en
7701,2069,ai models are very fascinating,5,positive,en
7702,2070,i like this app so much it gives clear answers and knowledge about various subjects without wasting my time,5,positive,en
7703,2070,i would suggest to add donate money through online payment gateway option so people can help to maintain this service,5,positive,en
7704,2071,would be cool if you could format the responses ie a new line between each sentence would be easier to read than big blocks of text,5,positive,en
7705,2072,an ai response and what you are able to achieve is only as good as your creativity,5,positive,en
7706,2072,i am happy with this app,5,positive,en
7707,2072,it has allowed me to achieve efficiency i only dreamt of,5,positive,en
7708,2073,so useful!!!,5,positive,en
7709,2073,ink what you guys use it for but i use it for and campaigns encounters nice and so much more!!!,5,positive,en
7710,2073,it's become my favorite app in a matter of days,5,positive,en
7711,2074,most of the time after i put my questions in the chat i wont be able to put any other message in the same chats,1,negative,en
7712,2074,seriously that is very much annoying,1,negative,en
7713,2075,absolutely astonishing hands down best most unbiased ai they all suck but this is the best one and no it isn't anything like the news and social media say maybe for idiots...,5,positive,en
7714,2076,works good and fast,5,positive,en
7715,2076,i couldn't log in with my old android phone but it works perfectly on my new android phone,5,positive,en
7716,2077,received a very sammy text sent by the same number the verification number when i downloaded the app,1,negative,en
7717,2077,sent an email to the developer about it and was directed to their website which isn't helpful uninstalling!,1,negative,en
7718,2078,i give 4 stars because it stops working after a certain limit of messages,4,neutral,en
7719,2078,these limits can be removed for betterment .,4,neutral,en
7720,2078,but the responses are quite satisfying,4,neutral,en
7721,2079,actually this app is very nice and working find,5,positive,en
7722,2079,this app need one improvement that user can able to switch the chat history directly from home instead of main menu chat history switch,5,positive,en
7723,2079,thanks and loves from schizo i,5,positive,en
7724,2080,nothing to say about the open.ai.,4,neutral,en
7725,2080,it's just amazing....... and the best part is it's inbuilt speech recognition is better than the board one....... i just loved it,4,neutral,en
7726,2081,i can't get past the login screen,1,negative,en
7727,2081,i tap log in input the username and password then get sent right back to the login screen,1,negative,en
7728,2081,i'll have to go back to using my mobile browser,1,negative,en
7729,2082,what i can only say is this app is helpful and perfect for those who are struggling from summarizing like me,5,positive,en
7730,2082,accurate and direct to the point the best,5,positive,en
7731,2083,good software but it's information must be more vast and up to date it's better if they do an information update every 6 months or ever 3 months or so but good app,4,neutral,en
7732,2084,hello,3,negative,en
7733,2084,why can't i use the app in van,3,negative,en
7734,2084,this is very frustrating to turn on and off everytime.,3,negative,en
7735,2084,please change this feature,3,negative,en
7736,2084,i will give you five star then,3,negative,en
7737,2085,very attractive and very simple interface.no ad and no lag.very friendly apply was waiting for this thneed a translate option,5,positive,en
7738,2086,it was working nicely for few days but later i mean now it's not logging i do have an account and it does logs in on the website but not in the app,2,negative,en
7739,2086,please fix it asap,2,negative,en
7740,2086,!,2,negative,en
7741,2087,it's really good app,5,positive,en
7742,2087,it would be better if des manage to improve how chatgpt shows mathematical procedures because it doesn't show things like fractions or integral or even exponents,5,positive,en
7743,2088,this ai chariot it's a lifechanging feature for anything you need,5,positive,en
7744,2088,the get model is specially powerful and amazing tool to be used as a personal assistant for everything,5,positive,en
7745,2089,app seems to work noticeably better than in browser attic feedback is awesome the i is functional but not the most appealing just like the website version,5,positive,en
7746,2090,gpt team,5,positive,en
7747,2090,thank you very much for your precious time to develop such a brilliant app,5,positive,en
7748,2090,for sure it has increased my knowledge and also brought improvement in my email writing,5,positive,en
7749,2090,best of luck,5,positive,en
7750,2091,excellent app,5,positive,en
7751,2091,it would be better if they could add more features like ai video editing and photoshop,5,positive,en
7752,2092,very informative and reliable,5,positive,en
7753,2092,good job to the developers,5,positive,en
7754,2092,i suggest you update chatgpt already because it said that it's last update was on year 2021 so it needs immediate updates on latest data,5,positive,en
7755,2093,collects user data,1,negative,en
7756,2093,use the free open source gptassist app instead,1,negative,en
7757,2093,search for it,1,negative,en
7758,2093,it blocks all unnecessary telemetry,1,negative,en
7759,2093,made by a reputable dev with no ads etc,1,negative,en
7760,2093,avoid this,1,negative,en
7761,2094,i'm using since started programming languages and now i'm so addicted to get,5,positive,en
7762,2094,for every experiment and creative thoughts i just prompt here if that's possible it can create in a seconds :,5,positive,en
7763,2095,best app for productivity problem solving anything u need very smart at finding bugs in code..my all time favorite ai model for any help,5,positive,en
7764,2096,update i hi dev,1,negative,en
7765,2096,still the 17 problem,1,negative,en
7766,2096,not going to add any intrusive permissions as suggested as solution,1,negative,en
7767,2096,maybe ask chatgpt for help... snippet from previous reports still not working after setting chrome as default browser,1,negative,en
7768,2097,title incredible language air,5,positive,en
7769,2097,review the chatgpt android app is simply amazing,5,positive,en
7770,2097,it's userfriendly responsive and has a vast knowledge based,5,positive,en
7771,2097,highly recommended,5,positive,en
7772,2098,the most fabulous app i have ever used the best thing about this app is within no seconds it provides a lot of information,5,positive,en
7773,2098,must say best app ever made for students not only students but for everyone .,5,positive,en
7774,2099,has been developed very well,5,positive,en
7775,2099,has the voice search feature too,5,positive,en
7776,2099,appreciate having the app rather than being on the web to use chatgpt!,5,positive,en
7777,2099,kudos to the developers at openai.,5,positive,en
7778,2100,why been using this chat ever since november of last year and i've got to say i have no regrets,5,positive,en
7779,2100,but i would wish they would add the full abilities of the web version,5,positive,en
7780,2101,this extreme app made me a fan,5,positive,en
7781,2101,i'm thankful to openai that they have made such type of app,5,positive,en
7782,2101,this app has a lot of capabilities and abilities and it gives very quick answers and it is more advanced that bing get app,5,positive,en
7783,2101,this is just awesome,5,positive,en
7784,2102,incredibly fast and accurate the voice command option makes things much easier waiting for android plugging,5,positive,en
7785,2103,a really good ai that provides answers that can satisfy all of my questions,5,positive,en
7786,2103,definitely recommend for anyone looking for easy access to information,5,positive,en
7787,2104,so far so good,4,neutral,en
7788,2104,it's missing the ability to use plains for new chats in get and has an issue with chats previously with plains that displays command text from plugins' in the chat,4,neutral,en
7789,2105,honestly this is like the best app to use if you've struggling with academics or want more knowledge,5,positive,en
7790,2105,there are detailed explanations about each topic and subject,5,positive,en
7791,2105,i'm happy ti give this app a 5 star,5,positive,en
7792,2106,it's great that i don't have to go through a browser anymore,5,positive,en
7793,2106,please add copy button in code section like web version i really need it,5,positive,en
7794,2106,here are 5 stars for you,5,positive,en
7795,2107,cannot log in,1,negative,en
7796,2107,nothing happens when entering credentials to reply,1,negative,en
7797,2107,yes still having the same issue,1,negative,en
7798,2107,i enter my credentials but hitting log in does absolutely nothing,1,negative,en
7799,2108,chatgpt is an incredible ai language model that provides an outstanding experience,5,positive,en
7800,2108,this apps ability to understand and respond to a wide range of queries is truly impressive,5,positive,en
7801,2109,finally an official app for chatgpt plus,5,positive,en
7802,2109,it's pretty solid for all the purposes i use it for,5,positive,en
7803,2109,clean intuitive interface with fast responses,5,positive,en
7804,2110,it's official,5,positive,en
7805,2110,thank you chatgpt for releasing this app,5,positive,en
7806,2110,i've been using this on web since 2022. it helped me in almost all problems,5,positive,en
7807,2110,very smooth app,5,positive,en
7808,2111,this ai chat is a gamechanger blending ai and humanlike conversation,5,positive,en
7809,2111,it is useful because it offers natural interactions enhancing customer support and user experiences will also recommend others to download this app... i,5,positive,en
7810,2112,the web site is far more better than the app we expect all the features or more not less plus there is no data sync so my chrome add to home screen extension is better hope it change and i will change my rating,2,negative,en
7811,2113,nice upgrade the best compared to others,4,neutral,en
7812,2113,buh the issue i have is that it doesn't give option to copy only code unlike the web where i can copy the code i asked it to create please try to add this feature thanks for doing this,4,neutral,en
7813,2114,i love talking and brainstorming with chatgpt.,5,positive,en
7814,2114,a superb addition to my world and i've only been using it for personal learning and enjoyment,5,positive,en
7815,2115,review written by chatgpt chatgpt is phenomenal,5,positive,en
7816,2115,it consistently provides insightful and accurate responses across various topics,5,positive,en
7817,2115,whether for learning or casual chat it's an outstanding ai companion,5,positive,en
7818,2115,highly recommended,5,positive,en
7819,2116,it helps me so much in everything most especially to the things that i dont know such as in my assignments or task but i dont relay 100 in this ai i just want to have idea about things and this app is really help me a lot,5,positive,en
7820,2117,good app very impesive.,5,positive,en
7821,2117,he know filipino saya and many more,5,positive,en
7822,2117,automatic reply in language that you used,5,positive,en
7823,2117,please update the data based,5,positive,en
7824,2117,ai says sept 2021 latest update on his memory,5,positive,en
7825,2118,the problem is while writing something if i need to use backstage to correct a word the space between previous words gets removed,3,negative,en
7826,2118,it's irritating,3,negative,en
7827,2119,every time you open the app it starts new conversation,3,negative,en
7828,2119,it's annoying to constantly switching to previous conversations,3,negative,en
7829,2120,all good but the data is being fetched from last september 2021 only,4,neutral,en
7830,2120,it would be great if mealtime data is also included,4,neutral,en
7831,2121,chatgpt is an incredible language model that can generate informative and engaging responses,5,positive,en
7832,2121,it's impressive to see how far ai has come in understanding and generating humanlike text,5,positive,en
7833,2122,i only wish it was updated to present day information,5,positive,en
7834,2122,other than that extremely helpful tools,5,positive,en
7835,2122,has everything within the grasp of my hands,5,positive,en
7836,2123,i'm still learning how to use chatgpt.,5,positive,en
7837,2123,so far i have enjoyed the experience,5,positive,en
7838,2123,i will continue to collaborate with chatgpt to create discuss and learn from,5,positive,en
7839,2123,it's a fun and exciting way to explore philosophy and the interpretation of various writings,5,positive,en
7840,2123,join the adventure,5,positive,en
7841,2123,you won't regret it,5,positive,en
7842,2124,i love this i mean i love chatgpt from day one,4,neutral,en
7843,2124,for the search engine google for the generative ai tools chatgpt.,4,neutral,en
7844,2124,thanks for making such amazing tools and thanks for all you do for the human kind,4,neutral,en
7845,2124,!,4,neutral,en
7846,2125,was waiting for the launch of this app from the beginning of this ai launch was a little inconvenient to go frequently on the browser and log in to use chatgpt but now it's super convenient,5,positive,en
7847,2125,thank you openai!,5,positive,en
7848,2126,one of the greatest app ever created,5,positive,en
7849,2126,it is helping a lot in my study now i don't have to research a lot on google of any difficult topics is must have app for all students,5,positive,en
7850,2127,amazing technology,5,positive,en
7851,2127,i use gpt instead of google search when i need a direct response to my question or when i struggle to phrase what i want to look up,5,positive,en
7852,2128,if it could provide links to external websites and some of the data was updated some responses are from data from sept 21 it would be out and out 5 stars best ever app,4,neutral,en
7853,2129,tried to login message it's that i'm blocked????,3,negative,en
7854,2129,i'm even paying a monthly fee to keep this why the app says i'm blocked by cloudflare?,3,negative,en
7855,2129,useless tool by the way you can get much better,3,negative,en
7856,2130,i can't log in because i'm using an unsupported browser,1,negative,en
7857,2130,my daily web browser is opera,1,negative,en
7858,2130,in the next update is it possible for me to be able to log in to my account using the opera browser,1,negative,en
7859,2130,thank you and have a great day,1,negative,en
7860,2131,needs more improvement,5,positive,en
7861,2131,chatgpt should be used as an android assistant,5,positive,en
7862,2131,we want chatgpt as a replacement of current android assistant,5,positive,en
7863,2131,also needs to add talking feature in chatgpt.,5,positive,en
7864,2131,when we ask something gpt should be read the responses,5,positive,en
