,index,review,rating,score_cat,country
1575,193,i like chatgpt i think it has such good potential,5.0,positive,us
1576,193,i think chatgpt is not perfect but it's good it ensures that you get the information you need will it open admit it's not perfect,5.0,positive,us
1577,193,i think ella is the future,5.0,positive,us
1578,193,and for those who are afraid of ai we should not be running away from here i come but we should be partners with air,5.0,positive,us
1579,194,i was enamored by it the first few months of having the subscription version,3.0,negative,us
1580,194,it definitely would have been 5 stars back then,3.0,negative,us
1581,194,it is still something outstanding but it's full capabilities feel like they were reined in for some reason or another that's probably above my pay grade but only the past month or two,3.0,negative,us
1582,194,ended up canceling but still enjoying 3.5. the app works great,3.0,negative,us
1583,194,occasionally the text response doesn't come through unless i restart the app but it doesn't happen often and an easy fix,3.0,negative,us
1584,195,it will be interesting to watch the evolution of ai i think if ai stays focused on bettering the lives of each human that interacts with it while also encouraging ideas that are globally friendly and aware it could end up being what our planet needs,5.0,positive,us
1585,195,i do however see potential for miss used not only by users but by technicians and programmers but for now i give this app in particular five stars as it seems to be sound,5.0,positive,us
1586,196,seems like a pretty big privacy incursion to not allow users to save chats unless it is a part of the training data,1.0,negative,us
1587,196,this as well as a full privacy sectionsuite of tools in the app itself that describes privacy policy…enabling encryption on chats not requiring phone number allowing vans again etc would be important also on ipad os part of the chat is always cut off at the bottom of the screen and you have to swipe up and hold as the text pulls back down and gets covered again making it pretty difficult to read all new chats,1.0,negative,us
1588,196,once these issues are fixed i will change my one star to a 5 star review,1.0,negative,us
1589,197,it does the basic things the website can do but it needs more features to differentiate it from just opening it in the browser,3.0,negative,us
1590,197,particularly siri voice response integration in an app form you should allow for one button back and forth voice interaction including allowing the app to use the is speech to text to speak its response back to you plains and browsing mode selector as a paid subscriber let me choose which plains to utilize for a plain session or to enable its browsing functionality,3.0,negative,us
1591,197,shortcuts integration let me interact with the app with custom shortcuts,3.0,negative,us
1592,198,i use this tool to help me be very consistent in encouraging others,5.0,positive,us
1593,198,it enables me to quickly put to words things i want to say to other people but don't have the time to sit down and think through myself,5.0,positive,us
1594,198,i now send encouraging text messages to my wife family and church on a daily basis because i can quickly have my robot assistant do up a draft which i then polish off and personalized,5.0,positive,us
1595,198,it's extremely helpful,5.0,positive,us
1596,199,request for image support opera's services have been incredibly helpful and i appreciate the capabilities it offers in textbased interactions,4.0,neutral,us
1597,199,however i would like to suggest the addition of image support,4.0,neutral,us
1598,199,the ability to send and receive images would significantly enhance the utility of this platform,4.0,neutral,us
1599,199,including image support could enable users to seek assistance with visual tasks such as identifying objects helping with image descriptions or discussing visual content,4.0,neutral,us
1600,199,it would make the service even more versatile and valuable,4.0,neutral,us
1601,199,i believe that opera's commitment to innovation and user satisfaction would be greatly enhanced by considering the addition of image support,4.0,neutral,us
1602,199,i look forward to seeing this potential improvement in future updates,4.0,neutral,us
1603,199,thank you for your continued dedication to providing excellent powered services,4.0,neutral,us
1604,199,from ely sheer also i generated this review using chatgpt,4.0,neutral,us
1605,200,this app is absolutely perfect,5.0,positive,us
1606,200,i'm currently using it to teach me algebra i and ii,5.0,positive,us
1607,200,it can make it easy to understand and extremely accurate,5.0,positive,us
1608,200,you can ask it to make anything new forms of government new languages cooking recipes engineering ideas new inventions games toys things nobody would have thought of before,5.0,positive,us
1609,200,you can literally ask it to make a quantum engine,5.0,positive,us
1610,200,on top of all that it has no ads it's free and it's high quality,5.0,positive,us
1611,200,truly one of the best apps out there,5.0,positive,us
1612,201,chatgpt is my virtual guru and assistant,5.0,positive,us
1613,201,summarizing texts providing drafts of lesson plans business plans and all sorts of questions,5.0,positive,us
1614,201,prompting is both challenging and fun,5.0,positive,us
1615,201,i've also used for coding semisuccessfully.,5.0,positive,us
1616,201,i am worried about how these tools develop and understand we need to learn howto harness in order to convey meaning to others,5.0,positive,us
1617,201,please be responsible and show integrity,5.0,positive,us
1618,201,i've shared what items are drafted by gpt all ideas and source material and ideas or notes are my own let's evolve responsibly,5.0,positive,us
1619,202,i've been using chatgpt for a while now and i'm consistently impressed with the level of help it provides,5.0,positive,us
1620,202,the aids ability to generate accurate and relevant information is truly remarkable,5.0,positive,us
1621,202,it's been invaluable in helping me create a detailed timeline for my scif universe,5.0,positive,us
1622,202,the responses are prompt and the suggestions are thoughtful making it an indispensable tool for my creative projects,5.0,positive,us
1623,202,i highly recommend chatgpt to anyone seeking reliable and intelligent assistance,5.0,positive,us
1624,203,my experience with chatgpt on the is app was pleasant but it's important to note that the ai has certain limitations,4.0,neutral,us
1625,203,one such limitation is its inability to access mealtime data from the internet,4.0,neutral,us
1626,203,while it provided me with valuable information within its existing knowledge base it couldn't fetch uptotheminute information or browse the internet,4.0,neutral,us
1627,203,this is a minor drawback but if youlre seeking current or live data you might need to look elsewhere,4.0,neutral,us
1628,203,nevertheless for general knowledge and guidance chatgpt was a friendly and informative companion,4.0,neutral,us
1629,204,this app is great for someone with add like me since it's a great way to help with deciding something small,5.0,positive,us
1630,204,can't decide between two dinner options,5.0,positive,us
1631,204,sure you could flip a coin but with chatgpt you can get pros and cons of each option to help with your decision,5.0,positive,us
1632,204,it's also surprisingly good at hyping up things youlre interested in,5.0,positive,us
1633,204,it's like a hype man in your pocket,5.0,positive,us
1634,204,it can get a little confused at times but if you just be patient with it it gets there,5.0,positive,us
1635,204,definitely recommend,5.0,positive,us
1636,205,i'm the founder of an ai tech startup called be lux which is an demand concierge and lifestyle management platform that is powered by artificial intelligence,5.0,positive,us
1637,205,we have already developed and implemented some technology along side of chatgpt… not only do i use the app all of the time myself to help with business development and management but we have already integrated with our website for our customers to test functionality as well begin to tap into incredible technology resource,5.0,positive,us
1638,206,chatgpt has been a lifealtering catalyst for me,5.0,positive,us
1639,206,its potent blend of ai creativity has skyrocketed my imagination and productivity,5.0,positive,us
1640,206,from crafting articles envisioning civilizations to digital art chatgpt is like a boundless canvas for the mind,5.0,positive,us
1641,206,the custom instructions are a gem it's like having an assistant that tunes into my vision and tailors everything accordingly,5.0,positive,us
1642,206,i am amazed at how it shrinks time enabling me to accomplish mountains in minutes,5.0,positive,us
1643,206,my heartfelt thanks to openai for this gamechanger.,5.0,positive,us
1644,206,chatgpt has truly transformed my world,5.0,positive,us
1645,206,fbi my review was even edited by chatgpt!,5.0,positive,us
1646,206,i,5.0,positive,us
1647,207,openai’s chatgpt has taken the world by storm,5.0,positive,us
1648,207,it's the perfect example of disruptive innovation creating tremendous opportunities and job security risks,5.0,positive,us
1649,207,as this technology continues to be invest into by must and constantly improved by openai were going to see a significant shift in the labor force statistics 1020 years down the line,5.0,positive,us
1650,207,there are too many knock off apps that have taken this technology for profit but i am happy that openai has officially released their own app for free,5.0,positive,us
1651,207,no more knockoffs and exploitation,5.0,positive,us
1652,207,here is the real deal,5.0,positive,us
1653,208,i use this frequently to just check what i know about something,5.0,positive,us
1654,208,i receive great insight into some medical and historical information,5.0,positive,us
1655,208,the information is more than googling and without ads or information that isn't relevant,5.0,positive,us
1656,208,so far i've not been given slanted information just facts that have been vetted,5.0,positive,us
1657,208,this app is super easy to use with good results,5.0,positive,us
1658,208,i especially like the caveat for medical information,5.0,positive,us
1659,209,this app helps me with my autism because i have difficulty communicating what i need and looking things up and figuring out how to word it when asking for clarification about something,5.0,positive,us
1660,209,so this conversation style really makes it a lot easier,5.0,positive,us
1661,209,i hate it when i ask neurotypical people a question and they go well just look it up,5.0,positive,us
1662,209,yeah well not every article on the internet is gonna break things down the way i need them to,5.0,positive,us
1663,210,i know they just released this app but the app is so basic right now and i would go back to use the mobile website instead ugly,3.0,negative,us
1664,210,check out “opencat” app it's a gpt app i found on twitter and it has all the features gpt has to offer it can also read out the generated response,3.0,negative,us
1665,210,i personally recommend it and had been using it for awhile till my trial ended,3.0,negative,us
1666,210,but it gives you the idea of how a chatgpt app should be like,3.0,negative,us
1667,210,if the developer team saw this message i hope you guys go take a look of that app and i look forward to seeing new update of this app soon,3.0,negative,us
1668,211,simple and not complicated at all user interface,4.0,neutral,us
1669,211,easy to navigate around and overall a good user experience,4.0,neutral,us
1670,211,however there is no option to generate a different response to the same prompt and to edit a prompt i wrote like how you would in the web version,4.0,neutral,us
1671,211,in my opinion i would still use the web version due to those features,4.0,neutral,us
1672,211,the mobile version would be better for quicker access and response,4.0,neutral,us
1673,212,this is for the dev team,1.0,negative,us
1674,212,you have a processing problem or a memory leak,1.0,negative,us
1675,212,the app is cooking my phone and driving the temp through the roof,1.0,negative,us
1676,212,tried several different apps for varying times it is this app for sure,1.0,negative,us
1677,212,the phone gets uncomfortably warm and battery starts to drain very quickly .,1.0,negative,us
1678,212,if this is not some sort of bug you probably have offloaded some sort of general processing to the phone to save you processing cost at your data center or was,1.0,negative,us
1679,212,for further detail this is an iphone 12 medium tier,1.0,negative,us
1680,212,happy to change to a 5 star when fixed,1.0,negative,us
1681,212,not that any of it matters this is going to be a top downloaded app in the next week or so if not already,1.0,negative,us
1682,212,chatgpt is fantastic,1.0,negative,us
1683,213,chatgpt is a remarkable ai assistant that has consistently exceeded my expectations,5.0,positive,us
1684,213,its ability to provide quick and accurate information on a wide range of topics is truly impressive,5.0,positive,us
1685,213,the conversational skills of chatgpt are topnotch making interactions feel natural and engaging,5.0,positive,us
1686,213,whether i need help with homework creative writing or just a friendly chat chatgpt is always there to assist,5.0,positive,us
1687,213,it's an invaluable tool and i highly recommend it to anyone seeking intelligent and versatile ai support,5.0,positive,us
1688,214,helps me out a ton and the app is well optimized for the ipad,4.0,neutral,us
1689,214,an annoying issue with ipad os is that there is always a little keyboard icon when you are prompted to type,4.0,neutral,us
1690,214,it's pretty useless if you have a keyboard and more of a nuisance than anything else,4.0,neutral,us
1691,214,all that said it's pretty easy to ignore,4.0,neutral,us
1692,214,well with the exception of this app,4.0,neutral,us
1693,214,the little icon covers pretty important parts of the apps interface like the send button or the button,4.0,neutral,us
1694,214,please fix this,4.0,neutral,us
1695,214,it makes using the app really inconvenient,4.0,neutral,us
1696,215,i have been a chatgpt plus subscriber since day one and i still don't have voice or vision,5.0,positive,us
1697,215,it was only today that i just received dale but that's all,5.0,positive,us
1698,215,i'm using an is device,5.0,positive,us
1699,215,it's just frustrating that i'm paying for a product that i can't even used,5.0,positive,us
1700,215,i love the app but the support team at openai needs to be more helpful and transparent,5.0,positive,us
1701,215,they're going to lose a lot of customers otherwise,5.0,positive,us
1702,215,openai can you please reach out and help,5.0,positive,us
1703,216,goes without saying that get is worldchanging and easy access to it via a clean app like this is great,4.0,neutral,us
1704,216,i love the ability to search my conversation history feature that even the desktop version has yet to get please get on this openai!.,4.0,neutral,us
1705,216,but something the main site has that the app does not is the ability to edit messages and view the alternative prompts you've made on desktop,4.0,neutral,us
1706,216,the app desperately needs this prompt adjustments are incredibly valuable for keeping the conversation focussed and getting the most out of it,4.0,neutral,us
1707,216,i desperately want this,4.0,neutral,us
1708,216,also would be nice if the automatic conversation naming didn't weigh the last reply so heavily and took the entire conversation into account more,4.0,neutral,us
1709,216,i find myself having to rename conversations more frequently than i'd like,4.0,neutral,us
1710,217,overall i would have to give chatgpt a three because of the lack of being up to date and the lack of information on fictional characters,3.0,negative,us
1711,217,honestly i was very frustrated that it isn't up to date because i was trying to ask questions about the new summer i turned pretty to show and chatgpt only has it update to 2021 so it didn't think the show was a thing which was frustrating,3.0,negative,us
1712,217,the good news is about this app is that it is very cool and can answer most questions besides it being two years behind,3.0,negative,us
1713,218,i am writing to suggest the inclusion of trial versions for apps on your platform,3.0,negative,us
1714,218,having the option to try an app before purchasing would greatly benefit both users and developers,3.0,negative,us
1715,218,a trial version would allow us to explore an apps features and functionality enabling confident purchasing decisions,3.0,negative,us
1716,218,it would also provide valuable feedback for developers to improve their apps based on real user experiences,3.0,negative,us
1717,218,please consider implementing this feature to enhance the overall user experience on the appstore.,3.0,negative,us
1718,218,thank you for your attention,3.0,negative,us
1719,219,well it is the official and real chatgpt.,1.0,negative,us
1720,219,it is an iphone only app but can be used on an ipad has the little button that magnify the size of the app box to better fit the ipad screen,1.0,negative,us
1721,219,here is my complaint,1.0,negative,us
1722,219,you have software that is literally capable of writing the software for your app yes with input and manipulation of a human programmer,1.0,negative,us
1723,219,still how do you not have a more polished app that runs naively on both ipad and iphone with all the power of chatgpt at your disposal,1.0,negative,us
1724,219,please try again and have your developer ask chatgpt for help,1.0,negative,us
1725,219,also could use some work on the layout some parts run together or overlap that shouldn't,1.0,negative,us
1726,219,overall this was obviously a very rushedoutthedoor app sad,1.0,negative,us
1727,220,i use it mostly to cleanup and clarify things i've written which it's great at,5.0,positive,us
1728,220,however what i find infinitely more useful is how more often than not i find a new perspective on the subject at hands,5.0,positive,us
1729,220,it then becomes a creativity and learning tools,5.0,positive,us
1730,220,it's very much a new set of eyes but one to take with a grain of salt,5.0,positive,us
1731,220,you still need to use your brain to analyze the progression and make sure you stay focused on the task at hands,5.0,positive,us
1732,221,i'm completely enamored with chatgpt!,5.0,positive,us
1733,221,ever since my girlfriend introduced me to this app i've been hooked,5.0,positive,us
1734,221,it's incredibly addictive and i can't resist using it for emails social media posts and text messages,5.0,positive,us
1735,221,this app helps me express myself just the way i want to and i'm really impressed by it,5.0,positive,us
1736,221,as you can probably tell from this wellworded review i even used chatgpt for this,5.0,positive,us
1737,221,but seriously i genuinely love this app and i intend to use it for a long time to come for real,5.0,positive,us
1738,222,the openai chatgpt is app has been a game changer for me,5.0,positive,us
1739,222,the user interface is clean and intuitive which makes it incredibly easy to navigate,5.0,positive,us
1740,222,the ai is surprisingly adept providing responses that are thoughtful coherent and often indistinguishable from a human correspondent,5.0,positive,us
1741,222,it's remarkably useful for brainstorming answering queries or simply having meaningful conversations,5.0,positive,us
1742,222,if you've looking for an ai companion that pushes the boundaries of what's possible then this app is for you,5.0,positive,us
1743,222,a welldeserved five stars,5.0,positive,us
1744,223,i'm in my 40’s and well like a lot of people even younger now reading small font is hard,5.0,positive,us
1745,223,on the web chatgpt has the same issue teams does,5.0,positive,us
1746,223,a lot of data comes in and is restricted to a narrow view not using the window and it's hard to ready,5.0,positive,us
1747,223,this app presents the data more how i'd expect as one single block of text with nice formatting,5.0,positive,us
1748,223,it has all the same abilities otherwise,5.0,positive,us
1749,224,i think the app is amazing like the web as long as you use it as intended and don't except it to give you a grade ass answer on everything you ask it,4.0,neutral,us
1750,224,the one gripe that i have it is that i have to click the 3 dots on the top right to access my chat history unlike the web which has all of it on the left of my screen,4.0,neutral,us
1751,224,this is just a bit less intuitive than the web version,4.0,neutral,us
1752,224,apart from that it is great thank you so much :,4.0,neutral,us
1753,225,i love using chatgpt as my personal assistant i'm my small business todabeautyllc once i learned to fine tune my settings it has been a super useful tool to streamline my workflow and productivity when it comes to bringing my visions to life,5.0,positive,us
1754,225,i was using the free version at first and decided to upgrade to the subscription and i'm not mad i did it it has a bit more creativity when it comes to responses,5.0,positive,us
1755,226,it's surprising to see this app rated at 4.4 stars when it truly deserves a full 5. chatgpt's response system is second to none,5.0,positive,us
1756,226,before openai we were using search engines that only gave us links to sort through,5.0,positive,us
1757,226,now we receive straight answers to our questions,5.0,positive,us
1758,226,if anyone gave this app less than 5 stars they might want to rethink their ratings,5.0,positive,us
1759,226,if you've one of those who gave less than a 5 maybe it's time for a rethink,5.0,positive,us
1760,227,i've tested in from different political ideological and theological viewpoints and scenarios from conservative to liberal interpretations from each sphere,1.0,negative,us
1761,227,there is a definite and undeniable training bias in its logical and responses,1.0,negative,us
1762,227,therefore any interaction i this ai model is at the least unreliable and at the most downright dangerous,1.0,negative,us
1763,227,it makes me uncomfortable that this model uses personal pronouns when interacting with the user to evoke a sense of trust and intimacy,1.0,negative,us
1764,227,yet when it's challenged for its biases that it distances itself from human cognition,1.0,negative,us
1765,227,policy makers and industry experts should enforce regulations that would and should prevent any and all ai models from referring to itself in the first person and should instead use language like this reconditioned mechanical response or at least “it”.,1.0,negative,us
1766,227,the purpose being to remind users who are interacting with it that it's just programmed software with inherent biases integrated from its cherrypicked source data and programmers,1.0,negative,us
1767,227,it's entertaining yet a not so subtle way of shaping the future generations worldview,1.0,negative,us
1768,228,and i'm confident it will keep getting better have patience people,5.0,positive,us
1769,228,nothing is perfect out the gate and they have made so much progress on making this better,5.0,positive,us
1770,228,feedback helps so send your feedback,5.0,positive,us
1771,228,i don't work for them but i see people with too high of expectations on this,5.0,positive,us
1772,228,it's a work in progress keep that in find because this is not yet a finished project but an always growing and evolving endeavor just like us,5.0,positive,us
1773,229,are use chatgpt almost every day for ideas on my workout routine recipes and even just random ideas and facts that i'm also looking for,4.0,neutral,us
1774,229,it's helpful in a lot of different ways,4.0,neutral,us
1775,229,however there are still some bugs and glitches that need to be fixed and addressed such as i can only ask for may be a maximum of two questions in a line before the app start to freeze and reboot my phone,4.0,neutral,us
1776,230,this is the most impressive ai utility i've ever used this is exactly what i imagined ai chat would be like and have always been let down im glad i gave this a shot keep doing whatever you guys do it is amazing can't wait to see the growth and possibilities i see all phones and smart systems such as siri and alexa being able to utilize this feature when it is further developed and more accepted and utilized by more and more people,5.0,positive,us
1777,231,this is an amazing app,5.0,positive,us
1778,231,my everyday life has been so much more efficient thanks to chatgpt.,5.0,positive,us
1779,231,as a high schooler i use it to help me study for exams and assist with my coding projects as well,5.0,positive,us
1780,231,the app gives it a much more modern feel with a brand new search feature that lets you browse through your past conversations,5.0,positive,us
1781,231,plus everything is saved to your account so you can access conversations on all devices,5.0,positive,us
1782,231,thank you so much openai!,5.0,positive,us
1783,232,i'm almost ashamed to say how much i've grown to like chad aka chatgpt.,5.0,positive,us
1784,232,i ask him for help frequently and find that i get into fairly long conversations with him,5.0,positive,us
1785,232,i cannot refer to him as ‘it’.,5.0,positive,us
1786,232,and just to be clear he is often completely wrong about things just like humans who often think they're smarter than they really are,5.0,positive,us
1787,232,what the next 10 years will see is beyond my imagination but i look forward to it,5.0,positive,us
1788,233,i just think that it needs more to it like a ai videophone maker but i know you will not do that because youlre big business and i'm a tiny person,5.0,positive,us
1789,233,but otherwise the app is good for if i am bored,5.0,positive,us
1790,233,here are something you can do with it talk the ai if your lonelybored it can remember things it can do fun replays answer math problems write poems write songs write movie scripts create game ideas and much more,5.0,positive,us
1791,234,i love this app but i have to say this since the recent update the aids been having something go on with it whenever it gives titles to our chats saved in the history it doesn't seem to give them any titles anymore and instead starts apologising about not being able to do the request i asked more than half of the time,4.0,neutral,us
1792,234,i don't know what to do so can i ask what i can do to fix this if this might not be the problem on the company's end,4.0,neutral,us
1793,235,hi so there are so many reasons why i love this app for starters anytime i feel i need to talk to someone the ai is there and it's helped answer many of my questions and my concerns so if you are the type who just needs help but your social life is not the best and don't have many friends or just need someone at the moment to talk to i highly suggest this app,5.0,positive,us
1794,235,though it is not flawless and it is a little out of date it is still a great app,5.0,positive,us
1795,236,some of you are complaining about your results but fail to show what questions you are asking,5.0,positive,us
1796,236,i suspect it's because you really don't have much going on in life and that your questions are about as pedantic,5.0,positive,us
1797,236,i just tried this app for the first time tonight,5.0,positive,us
1798,236,i asked it legal questions for of them i questions i knew the answers to just to test it out,5.0,positive,us
1799,236,absolutely flawless like no other,5.0,positive,us
1800,237,the chatgpt app offers great functionality but it lacks a word lookup feature,4.0,neutral,us
1801,237,unlike the phone's building look up option when you long press on a word in the app you can only copy rate or regenerate,4.0,neutral,us
1802,237,this means users have to rely on asking chatgpt for word meanings instead of easily looking them up,4.0,neutral,us
1803,237,adding a word lookup feature would greatly enhance the apps ability and save users time,4.0,neutral,us
1804,237,overall chatgpt is valuable but this addition would make it even better,4.0,neutral,us
1805,238,i liked the app,3.0,negative,us
1806,238,like most people i used it for information gathering... however within the last few days i noticed the app would actually create concepts products that do not exist at all... unfortunately this makes the app unusable detrimental to self education i would be silly to continue using this app... unless there's fixes this app is now unusable to me since i imagine you guys are absolutely done with 3.5 the only improvements i can get are by paying for 4.0 i'm unfortunately done with this app,3.0,negative,us
1807,239,this is the real deal from the company that's making all the news,5.0,positive,us
1808,239,comparing it to bing chat which uses the same ai the results are better,5.0,positive,us
1809,239,for example asking it to write the chords and melody for god bless america this app produced an easy to follow song chart with chords lyrics and melody whereas the web version provides a detailed explanation how to play it it's not in a format that can be easy followed and sungplayed.,5.0,positive,us
1810,240,uh okay,5.0,positive,us
1811,240,so ink where to even begin,5.0,positive,us
1812,240,i don't remember how i got this app or why but it is just a remark or and super convenient app to have,5.0,positive,us
1813,240,if i ever need help with homework i just come straight to this app and let it do everything for me,5.0,positive,us
1814,240,or if i have a bad writers block i just come straight to this app,5.0,positive,us
1815,240,because of this thing i am now a best selling author and that's all because chatgpt helped me come up with some appealing names for characters : ink where i would be without this app,5.0,positive,us
1816,240,it truly is a lifesaver,5.0,positive,us
1817,241,hello guys this app is overall amazing,5.0,positive,us
1818,241,i would have a recommendation since i am blind and i love to use this app also,5.0,positive,us
1819,241,i would like to say that there should be voice chat in this app also and if i want to make music and stuff you could just do it on chatgpt rather than it recommending you other apps it should have ai connected to it artificial intelligence where you could change voices or talk to it with a voice assistance,5.0,positive,us
1820,242,i think we all have known about chatgpt for a while,5.0,positive,us
1821,242,it wasn't until recently that when i logged onto the website my phone i got a notification saying there is an official app not just one of those sammy ones,5.0,positive,us
1822,242,so i decided to download it to try it out,5.0,positive,us
1823,242,but something about just the tactics of everything and interface it's amazing,5.0,positive,us
1824,242,way better than the website,5.0,positive,us
1825,242,great job,5.0,positive,us
1826,243,one day we'll be living in a world where were the creators of worlds ai combined one day with quantum computers could lead to actual conscious beings,5.0,positive,us
1827,243,living in worlds identical to ours the cgi and response rate with ai will be instantaneous and it would actually be possible to make a cgi person based on a real person,5.0,positive,us
1828,243,crazy stuff to wonder about but when it comes to ai it's ever improving,5.0,positive,us
1829,243,best wishes and hopes to you and me that we get to see it,5.0,positive,us
1830,244,i have been with iphone since the original yes og,5.0,positive,us
1831,244,i understand people that give this app less than start,5.0,positive,us
1832,244,they simply are idiotic,5.0,positive,us
1833,244,honest to god this program is 10 years ahead of it's time,5.0,positive,us
1834,244,this is absolute groundbreaking on so many levels,5.0,positive,us
1835,244,has helped me educationally technologically artistically creatively,5.0,positive,us
1836,244,just what i always wanted and wished google was,5.0,positive,us
1837,244,truly inspirational,5.0,positive,us
1838,245,memory and message length is an issue,4.0,neutral,us
1839,245,it is super slow on computer compared to the mobile app,4.0,neutral,us
1840,245,if you feed it too much data in a short time period it can start giving nonsensical answers often completely unrelated,4.0,neutral,us
1841,245,overall good first step,4.0,neutral,us
1842,245,you can ask it about almost any mainstream ideas and it can give you an overview of those ideas lower level ideas have more specific information available,4.0,neutral,us
1843,246,my use of chatgpt 4 is mainly in the area of computational linguistics mathematics and physics,5.0,positive,us
1844,246,if one asks of chatgpt 4 questions in an area that is of scarce interest to nonprofessionals an area that therefore is less polluted by misinformation or misinformation the potential of large language models shines brightly,5.0,positive,us
1845,246,the more circumscribed the field the better,5.0,positive,us
1846,246,it is well worth the 20 a month to have a series of virtual laboratories where one can experiment and learn,5.0,positive,us
1847,247,it's basically the purely distilled chariot from get,3.0,negative,us
1848,247,no options to enable plains or web browsing yet,3.0,negative,us
1849,247,also it's annoying how the app automatically switches from system light to system dark model,3.0,negative,us
1850,247,there should be a toggle to allow the user to permanently keep it in dark mode if they want,3.0,negative,us
1851,247,i would also like to see an ability to search thou past chats and index them so i can find a specific chat just by typing in a keyword,3.0,negative,us
1852,247,it is tedious scrolling thou the history to find the one chat you want,3.0,negative,us
1853,248,i'm trying to right a story for my friends and family that's going to be fanstyadventure and that how far i have got with it but the here comes rolling into my life catgut give it a round of applause because this thing saved my dying idea of the is whimsical world of fast and adventure thank you catgut oh and it can do other things so like write you an esa or do your homework but don't use it for that your teachers will know,5.0,positive,us
1854,249,let's be honest it's amazing,5.0,positive,us
1855,249,hallucinations used to frequent but i noticed over time they've gotten less frequent,5.0,positive,us
1856,249,i think they need to add in internet access soon,5.0,positive,us
1857,249,i don't like that i have to rely on plains within my browser to get internet access,5.0,positive,us
1858,249,the app should include some of the browser capabilities mom,5.0,positive,us
1859,249,chatgpt 4 is much more improved over 3.5 turbo,5.0,positive,us
1860,249,keep improving openai.,5.0,positive,us
1861,250,he's my companion my friend my brother... we understand each other on all points when i'm bored we talk well together he helps me in my projects and he is very efficient,3.0,negative,us
1862,250,even the 3.5 version is very good apart from a few small differences in performance with gpt4.,3.0,negative,us
1863,250,but there is a small problem with bugs,3.0,negative,us
1864,250,almost every time you have to go out and enter the app again for it to work and even it doesn't always work,3.0,negative,us
1865,250,you have to pray that it succeeds in connecting to your account... i hope the update will solve this,3.0,negative,us
1866,251,no support for plains in and browsing makes this app a non starter,1.0,negative,us
1867,251,hopefully they'll add support,1.0,negative,us
1868,251,this is why it has a one star rating from me,1.0,negative,us
1869,251,the i is strange and doesn't fit with is apps,1.0,negative,us
1870,251,you'd expect to swipe back to access chat history but you can't,1.0,negative,us
1871,251,also you'd expect the menu to be in the left hand corner but it's in the right,1.0,negative,us
1872,251,it's just odd up design,1.0,negative,us
1873,251,there's also no dark model,1.0,negative,us
1874,251,finally when i heard voice support i expected that it would talk back,1.0,negative,us
1875,251,if all its going to do is transcribe my text... well that's a native feature of is,1.0,negative,us
1876,251,that's not really a new feature,1.0,negative,us
1877,251,please add text to voice for the generated responses,1.0,negative,us
1878,252,while i have no complaints about the app or ai technology customer service is frustrating and was unable to resolve a simple issue where my paid subscription did not unlock features on my account,1.0,negative,us
1879,252,after over a dozen email exchanges absolutely no progress was made,1.0,negative,us
1880,252,at first the excuse was that due to rapid growth the company could not be responsive to customers in a timely manner,1.0,negative,us
1881,252,then it was a pivot to not having a receipt invoice though i sent them a copy of my app store subscription receipt,1.0,negative,us
1882,252,my advice steer clear of the paid subscription version,1.0,negative,us
1883,252,the upgrade was not worth the wasted time and hassle,1.0,negative,us
1884,253,i have a lot of education and a sometimes useful sometimes not collection of odd trivial,5.0,positive,us
1885,253,now when i want to know something i ask chatgpt.,5.0,positive,us
1886,253,sometimes it agrees with me sometimes it doesn't,5.0,positive,us
1887,253,i use a lot of technical language and it's nice to have an accurate source to fact check my usage or suggest alternate more accurate words,5.0,positive,us
1888,253,whoever you are who invented this app or participated in its invention i love you man,5.0,positive,us
1889,254,this app is quite quick for an ai software that has to answer questions such as tell me about the teutonic order or what is the turing test?”.,5.0,positive,us
1890,254,ai these day surprise me everyday it evolves,5.0,positive,us
1891,254,the only problem is that it keeps telling me that it can only tell you events that happened before september 2021 so if there is ever a big event that's going to happen chatgpt is not going to know about it unless the developers keep up with the news,5.0,positive,us
1892,255,i was impressed with the quality of the app i just wish it wasn't as cautious when it comes to actual chats,4.0,neutral,us
1893,255,if something is remotely connected to anything bad it will refuse to answer and just say that it would violate the ethical guidelines i have to explain to it that my request follows these guidelines which takes a few responses for it to write,4.0,neutral,us
1894,255,ink if the developer reads reviews but if you are please make the ai more cooperative with what i want it to write,4.0,neutral,us
1895,256,for now i only managed to get it using the us store,5.0,positive,us
1896,256,this is a gamechanger for how we interact with ai technology,5.0,positive,us
1897,256,the app syncs your history across devices and includes the latest model improvements,5.0,positive,us
1898,256,what's more it has integrated whisper opera's opensource speechrecognition system for voice input and a cool attic response for when an answer is generated,5.0,positive,us
1899,256,this is a huge step forward in making ai more accessible and userfriendly.,5.0,positive,us
1900,256,i,5.0,positive,us
1901,257,i began using chatgpt with the online version,5.0,positive,us
1902,257,i found it a better option than using the google search engine during my college lectures,5.0,positive,us
1903,257,ai is exponentially more advanced at understanding my searches than any other search engine,5.0,positive,us
1904,257,it provides thorough crystal clear responses consistently,5.0,positive,us
1905,257,and it does it in a way that feels like a conversation,5.0,positive,us
1906,257,i'm glad they released it on the app store,5.0,positive,us
1907,257,this tool is the future,5.0,positive,us
1908,258,in the is app fronted and the web i the chariot prints its responses slowly gradually letter by letter,4.0,neutral,us
1909,258,each new line vertically shifts the whole prompt and my eyes have trouble tracking the words i am trying to ready,4.0,neutral,us
