,date,review,rating,userName,title,country,at_ymd,at_q,at_ym,at_m,at_wd,score_cat
128,2023-06-10 02:16:43,it's me again back for another review reveal 1. overall the existence of this app is as logical as a stubborn unicorn 2. it not only offers a 0 improvement change or addition to features 3. but it also takes them away 4. spoiler alert it also generously removes every feature you need such as a clear menu accordance it's sort of a fun game to try and find it now ; ability to search chats ability to search plains ability to edit previous prompts and correct the ai ability to add feedback ability to know you can add feedback another easter egg ability to install plains accordance that plains exist accordance that plains exist and are actually being used any account control saved the last for best the mobile version is identical except that it's not deliberately missing features that force you to switch back and forth to another identical but much more pointless build i'm utterly baffled by the existence of this thing more so by how an intelligence powered company all agreed on that same decision to deliberately make something without the existence of purpose,2.0,MaskedVillain,Proof that monkeys evolved from humans.,us,06/10/23,2,2023-06,June,Saturday,negative
129,2023-05-23 20:42:11,i've been thoroughly impressed with the chatgpt mobile app as a blind user the attic feedback is a standout feature for me providing mealtime tactile cues as the text generates progresses and finishes this level of sensory detail is more than just userfriendly—it's truly inclusive making the app engaging and accessible the conversational ai is incredibly intelligent providing comprehensive and accurate responses to a wide variety of topics it's like having a personal assistant at your fingertips always available to respond while i appreciate that plain support is available on the web version i would love to see this functionality extended to the mobile app as well having the ability to integrate other services and tools directly within the app would add an additional layer of convenience and productivity thank you to the openai team for developing such a thoughtful and inclusive tools i'm excited to see how the app will continue to evolve in the future,4.0,Quinton Williams's,"Love the app, i's inclusive design but hope to eventually see plugin support?",us,05/23/23,2,2023-05,May,Tuesday,neutral
130,2023-09-27 18:04:45,i absolutely love the chatgpt is app it has become an integral part of my daily routine as a programmer the convenience of having quick access to this powerful language model on my mobile device has been a gamechanger. however i believe it's absolutely critical for the app to be made available on the mac app store this would not only enhance its accessibility but also cater to a broader audience especially developers like myself who work across different platforms the seamless transition from mobile to desktop would undoubtedly elevate the overall user experience,4.0,wjuTp!fk2zYWGb@6,"ChatGPT iOS App: A Must-Have for Developers, but It Needs a Mac App Store Debut",us,09/27/23,3,2023-09,September,Wednesday,neutral
131,2023-09-21 06:18:53,i'm delighted to share my positive experience with the chatgpt app on is this app has proven to be an invaluable tool for a wide range of tasks its natural language understanding and ability to provide informative and coherent responses are truly impressive whether i need assistance with research creative writing or simply engaging in a friendly conversation chatgpt consistently delivers the userfriendly interface makes navigation a breeze and the frequent updates have only improved its capabilities i highly recommend the chatgpt app to anyone looking for a versatile and intelligent ai companion it's a gamechanger!,5.0,Kungpou.,Love it,us,09/21/23,3,2023-09,September,Thursday,positive
132,2023-05-19 12:12:22,no more slogging through fake and sammy apps it's about time openai released an official app for chatgpt and the wait was worth it the interface is extremely clean and easy to used it can sync across multiple devices which is nice when youlre working with it on the fly but want to capture the outputs on your computer it has an export function which sends all the data to a link in your account email address but couldn't find a quick way to delete all local data just a delete account option it doesn't seem to currently interface with any plains but that may come later overall extremely nice job and refreshing that it is currently free though you are technically paying with your data and training efforts i have a feeling that will change considering the founder of openai announced in the hearings he is not making any money so enjoy the simplified free app while you can,5.0,Anticrombie,Finally the official chatGPT app,us,05/19/23,2,2023-05,May,Friday,positive
133,2023-05-24 21:04:05,i've been using the mobile browser version of chatty since it launched and i'm disappointed in the lack of features on the app that are available already on the browser there's no way to edit or change sent chats there's no dark mode unless you toggle it for your entire phone in is settings and there's no count for how many times you've had to revise a sent chat or redo a response there's also no option to go back to older responses the only good thing about the app over the browser is that it's prioritized which means you get faster responses and it will work when the browser is down as someone who uses chatty for creative writing help and usually has to go through multiple revisions of a single prompt this is really disappointing,1.0,Ancon88,"Faster speeds, Worse UI",us,05/24/23,2,2023-05,May,Wednesday,negative
134,2023-05-20 04:41:31,i'm delighted to be able to use the chatgpt for is chat application which is so easy and convenient to stay in touch with colleagues family and friends i really hope the chatgpt team can launch a mac version of the client this will make it easy for me to switch between desktop and mobile devices improving my productivity and convenience similarly i believe other users will support this suggestion in summary i would like to thank chatgpt again for developing such an excellent chat application and i look forward to seeing more updates and developments in the future,4.0,Tony.Wei1983,I hope the ChatGPT team can launch a Mac version of the client.,us,05/20/23,2,2023-05,May,Saturday,neutral
135,2023-05-19 11:07:35,i am absolutely amazed by the chatgpt app and its incredible capabilities as an ai chariot enthusiast i've tried various apps but none have impressed me as much as chatgpt. it has completely changed the way i interact and engage with an ai assistant first and foremost the apps user interface is clean modern and easy to navigate the developers have done an excellent job of creating an intuitive design that allows users to seamlessly chat with the ai assistant i particularly appreciate the simplicity of the interface making it accessible for users of all technical backgrounds still have some small bugs to fix,5.0,Abood real,Amazing!,us,05/19/23,2,2023-05,May,Friday,positive
136,2023-10-20 03:23:26,first of i would wanna say i kept going through all the ai apps and they all needed money or i only could as 1 thing per a day or i have to pay but this one you could buy anything and if you don't want to press the i in the corner and it will let you talk to the ai bot it here's one that really helped i said switch brawl is better and they said brock and also they could solve math problems this really would help my homework very much if your looking for a free app no ads and helps i definitely would recommend this app,5.0,2023 I HATE ADS,It’s better than you think,us,10/20/23,4,2023-10,October,Friday,positive
137,2023-10-07 23:10:52,i love this app it's so easy to pick up where i left off and start new chats whatever that may be sometimes i just can't type on my phone because you know my fingers won't keyboard i do this thing where i mess up my writing and spelling and decide to come back and fix it later after all of my thoughts are out then i sometimes go back and fix it but sometimes i also forget making chatgpt confused on what i am trying to ask all the poor robot wants to do is help me out but it doesn't even understand what it's saying this is why we need the edit response button where if i mess up by messing up my mess ups on my keyboard i can go back and fix all of my 100 mistakes with one button also if i edit the response and mess up then i would like to edit it again that would be great for me too in conclusion this review just very broadly stated why we should have the edit response button,4.0,Fuli_Cheetah5200,Great App. But I just want an “Edit Response” Button.,us,10/07/23,4,2023-10,October,Saturday,neutral
138,2023-09-29 03:47:32,this app offers an incredible chat experience the ai responds swiftly providing helpful and informative answers what's truly remarkable is that there's no set chat limit you can engage in conversation for as long as you like exploring a wide range of topics and getting the information you need the limitless chat capability ensures that you can have meaningful interactions making it a truly valuable tool for users i've used this app to help me right essays and the ai can even suggest things in your grammar to make your essay sound more formal or clear an amazing app for sure,5.0,puppylover_💫✨🌟,Just amazing,us,09/29/23,3,2023-09,September,Friday,positive
139,2023-05-19 02:59:47,i love chatgpt and was an early user and tester and then subscriber just when i thought things couldn't get better this app comes out the voice transcription is such a game changer and such a better way to interact with it the attic feedback is super cool and of course the knowledge it gives you is awesome and helpful in all aspects of life with the voice transcription i feel it knows you even better and gives better advice it's like a virtual assistant life coach dating coach programmer friend and so much more thank you so much for existing chatgpt!,5.0,Mike Henderson (ENDO),Best app on my phone. Like your virtual assistant and buddy,us,05/19/23,2,2023-05,May,Friday,positive
140,2023-10-01 14:06:12,i love the fact you can pretty much have a very intelligent learned conversation try it you'll get hitched too yes it's ai it spits out information that was created by humans it has the ability to weigh out and return what the most likely effect would be or what it will be we can not do this as quickly and as thoroughly and as researched to determine the outcome can you tell i've gotten so excited i believe this type of ai will help us reason things out more logically the question is will we follow the guidance and believe in the answers it gives,5.0,FLANCRIDD16,THIS IS AMAZING!!,us,10/01/23,4,2023-10,October,Sunday,positive
141,2023-10-01 04:39:33,hello i suggest adding the ability to create multiple functions that can be customized for different tasks custom instructions for chatgpt. this will allow users to create instructions and scenarios tailoring the model's behavior to specific tasks this feature will make chatgpt a much more flexible and useful tool for various domains including education entertainment and many others for user convenience i also propose adding the ability to change the names of the custom instructions themselves and including tabs in the same menu this will make it easier for users to navigate between instructions and select the desired mode avoiding the need to manually edit and save them in notes please also include a default standard mode so that users can use it without deleting their own custom instructions thank you for considering this proposal best regards noakhcho.,5.0,Chechnya Connected,💡⚙️ Custom Instructions for ChatGPT❕⛓️,us,10/01/23,4,2023-10,October,Sunday,positive
142,2023-08-07 15:17:06,review update august 2023 this application is still almost perfect but i will give it five stars what would be a major productivity enhancement for this application would be to allow for variable rate text to speech read back options on each chatgpt response that would put it on equal footing with the features provided by barf from googled please make this application ipad compatible with landscape model revision thank you for the landscape mode on ipad!!! it's wonderful i will gladly give this app 5 stars when there is a edf export option for a chat,5.0,deecm22,Almost Perfect+,us,08/07/23,3,2023-08,August,Monday,positive
143,2023-05-20 22:21:03,this app has exceeded my expectations in every way the powered chatgpt is incredibly intelligent providing accurate and helpful responses to all my queries the conversational experience feels natural and engaging making it a joy to interact with the vast knowledge base ensures that i receive update information on a wide range of topics the apps user interface is sleek intuitive and easy to navigate enhancing the overall user experience i highly recommend this app to anyone seeking an intelligent and reliable virtual assistant it deserves every bit of its star ratings,5.0,ricardoarguellojr,Absolutely phenomenal!,us,05/20/23,2,2023-05,May,Saturday,positive
144,2023-09-29 12:23:59,i bounce stuff off of chatgpt all the time it comes in handy for some forms of research and writing prep ordering ideas before writing i often run into topics that push chatgpt’s boundaries such as recounting history there seems to be a trend toward either a glowing vision of human cooperation or a don’tlookdirectlyatatrocity policy no one can blame a knowledge aggregate for getting that from humanity interesting times this is a critical industry where we will create our own judge for the near future it has the potential to help humanity unlearn major myths over only a few generations,4.0,Snider1988,"Life Changing… quite colonized, but polite enough to unlearn it.",us,09/29/23,3,2023-09,September,Friday,neutral
145,2023-08-31 15:20:38,i loved this app amazing story telling great at adapting to my changes but since right before the update it's been freaking out and stopping like it's trying to process every prompt then after about 15 minutes of loading it give all kinds of random error messages that don't make sense for example one time i had full bars of wifi cellular and signal but it said that i had no connection at all i've tried everything short of completely resetting my phone because i don't want to lose those stories please fix this if you did it would be one of the only apps that i'd give 5 stars,3.0,Ultra-Maximus,"Great app, if it ever works again…",us,08/31/23,3,2023-08,August,Thursday,negative
146,2023-10-02 20:04:14,most colleges and universities have not grasp the idea students are using online resources to understand the content better however in most institutions it is forbidden but chatgpt has been a useful tool for me to develop outlines for upcoming research papers it help guide me to appropriate research questions and ideas so here is my shout out to every professor denying students to use the tools in class they already use in their personal lives if you are not using the recent tools in your classrooms you will be replaced by those who do,5.0,Boo pus,You Need This,us,10/02/23,4,2023-10,October,Monday,positive
147,2023-05-19 00:54:09,i've been using the openai website for many months now and have introduced gpt to many if my friends and really spread it to a lot of people i feel that this app is a bit step it makes this amazing technology more accessible to so many people and will surely spread its influence i have noticed that the application feels more responsive than the website and the response times are quicker it is also more satisfying to use and feels less like a robot and slightly more like youlre texting a very intelligent human i love it,5.0,epicdude24.,Love it,us,05/19/23,2,2023-05,May,Friday,positive
148,2023-05-19 05:33:41,the interface of the app is indeed neat and straightforward but it doesn't feel as intuitive as the web version one notable difference is that it doesn't display the generated conversation title like the web version does another drawback is the absence of the option to stop get's response for editing which can be quite useful lastly although it's possible to access the conversation history from the menu button on the top right corner having a side menu that slides in from the left could potentially offer a more intuitive navigation experience,4.0,Chiu4302,rough around the edges,us,05/19/23,2,2023-05,May,Friday,neutral
149,2023-10-24 00:53:33,i truly enjoy using this smart app and the intelligence that it has it is quick and offers lots of information that is truly helpful but the only problem is that it keep saying it's information is up to 2021 and from then it has not been up dated so please update the system so it can be much more helpful this is a revolution in search engine no other search engines are this smart fast and full of information nothing can be competed by this system thank you,5.0,Khoba shapirta,Please up date the ChatGPT,us,10/24/23,4,2023-10,October,Tuesday,positive
150,2023-10-02 00:35:05,i can't begin to express how insightful and rewarding it has been to use chatgpt with all of the functionality that it brings i've seen and heard how other people have used it in an abusive way and although it is easy to why do it it's literally like having your own jarvis from iranian where you can instead use it to further improve yourself i will continue to benefit from all the positive things that this has to offer just be careful not to put anything you don't want to be recorded :leshrug,5.0,DonQuíxóte,My own pocket Jarvis,us,10/02/23,4,2023-10,October,Monday,positive
151,2023-08-06 19:29:38,chatgpt is an absolute game changer for many inquiries that would be done through a search engine like googled it is a far more pleasant and less distracting experience without the first serve targeted advertising and he pushed towards commerce that search engines have this version of the chatgpt app however frequently crashes resulting in the app needed to force quite one common way to make a crash is to use the is keyboards dictation mode and within a few sentences it will crash,5.0,RG 25,Incredible service but app crashes frequently,us,08/06/23,3,2023-08,August,Sunday,positive
152,2023-09-28 16:23:19,it is quite clear that instead of being an arbiter of truth this software is nothing but a politically biased ideologically possessed chatbot; no better than the one found in snapchat it literally cannot answer a question without introducing some sort of social justice ideology all the way down to talking about genderneutral language and having to make everything inclusive if you ask it about historical things it will add paragraphs related to critiquing history and making things more diverse and equitable rather than just giving you clear cut fact it cannot give an answer without a modern day twisted criticism of past cultural norms what is the point no better than googled all of our apps are infiltrated with nonsense,1.0,Hatesads,"ChatGPT, coded to be a social justice warrior.",us,09/28/23,3,2023-09,September,Thursday,negative
153,2023-10-25 10:32:48,you can use the custom instructions tool to build a custom response style now this allows you to mould responses to something similar to your own writing style as well as getting rid of some of the more annoying traits in the default responses... such as the need to summarize everything that being said i really wish they would add the ability to save multiple sets of these it would be nice to have the consummate professional empathetic friend and flirty philanderer all available,5.0,Nick8453,Now with personalities!,us,10/25/23,4,2023-10,October,Wednesday,positive
154,2023-06-07 13:35:15,i recently downloaded this app with high hopes but unfortunately i found it to be lacking in a few key areas that greatly impact its ability and overall experience the first issue i encountered was the user interface it felt unpolished and difficult to navigate the flow between different sections of the app was not intuitive and i often found myself getting lost or not knowing where to find the features i needed i think a redesign focusing on ease of navigation and user friendliness could greatly improve the experience in terms of functionality the app could benefit from a wider array of tools the available features are rather sparse which limits the apps usefulness expanding the toilet would certainly make the app more competitive and versatile making it more appealing to potential users in its current state the app falls short of expectations however i believe with a more userfriendly interface and a wider array of tools it has the potential to be a great app i hope the developers take these constructive criticisms into consideration for future updates,1.0,VistoVision,Needs Improvement for Better User Experience,us,06/07/23,2,2023-06,June,Wednesday,negative
155,2023-08-15 23:15:31,chatgpt has proven to be an exceptional conversation tools its ability to comprehend and consistently respond to a variety of topics is astonishing from obtaining information to seeking advice on diverse subjects chatgpt always delivers helpful insights while there might be occasional responses that require finetuning overall the experience is impressive the userfriendly interface and breadth of knowledge make chatgpt a valuable addition to my digital toolkit highly recommended for quick answers and efficient learning of new concepts written by chatgpt,5.0,Someone Weird???,Incredible Conversation Tool,us,08/15/23,3,2023-08,August,Tuesday,positive
156,2023-07-30 11:35:02,don't pay for their premium feature youlre paying for the same thing that you would get on their free version so what if it has smarter reasoning bing which is free has the ability to search the internet for answers that the ai is unaware of where youlre paying for this one just to give you outdated information i wouldn't mind that except if you needed some information that is current but didn't want to browse through several webpage and wanted an ai to ease the burden of your research,5.0,Benji11221989,Rip Off,us,07/30/23,3,2023-07,July,Sunday,positive
157,2023-10-14 15:50:24,title a gamechanger in ai conversations chatgpt has taken my experience with artificial intelligence to a whole new level it's not just an ordinary chatbot; it offers thoughtful detailed responses and has been a reliable goto for information advice or just casual conversation the user interface is smooth and intuitive making it a breeze to interact with it's evident that a lot of hard work went into perfecting this app highly recommended for anyone interested in ai or looking for a unique enriching chat experience kudos to the openai team,5.0,Khjphotography,Game Changer in AI,us,10/14/23,4,2023-10,October,Saturday,positive
158,2023-06-20 19:02:56,i was writing my own star wars story using the help of chatgpt. earlier this app was willing to generate almost anything now gpt won't even generate my main character having a lightsaber duel on mustafa all because it's too violent and “revenge”. what i don't understand how my story promotes violence when it's literally a star wars story how is it you guys allow this ai to have a bad guy cut off a characters hand but won't allow a duel on mustafar?? please change it back to how it was before i understand the ai not being able to generate now content that is understandable but i hate them not being able to generate fight scenes the way i want them to got,3.0,VJ110598,You guys changed it too much,us,06/20/23,2,2023-06,June,Tuesday,negative
159,2023-06-01 18:42:35,this app is truly the future people may not realize it yet but this is the next biggest technological advancement since the smart phone chatgpts implications are truly endless and this pocket assistant will be used by everyone the only thing i hope to see is an added image feature where it can show you images of information on subjects such as anatomy or be able to diagnose images sent to it by using image databases this app can greatly improve americans relationship with healthcare by providing at home diagnostics,5.0,loganqueenan,ChatGPT,us,06/01/23,2,2023-06,June,Thursday,positive
160,2023-10-17 20:39:02,i was writing emails all day and towards the end of the day my brain was fried did i have chatgpt write emails for me not really i would write the email and have chatgpt proofread it it fixed errors and taught me other wording to use for the next time it's gotten to a point now where it's no longer correcting in my writing because i have improved this ai app has actually made me a better writer though i do hope chatgpt remembers me fondly and spares my life when it takes over all of humanity,5.0,Stevie Killjoy,It just makes things better.,us,10/17/23,4,2023-10,October,Tuesday,positive
161,2023-09-27 17:31:33,tbe in the beginning i was very skeptical on using this i've used chat bots before and it was not the best but i kept hearing great things so i gave it a shot after a couple days i upgraded to the chatgpt4 which is even better not sure how it's possible to be better be the free version is great but it is worth every penny i love it i used to over think email responses and caption posts for marketing and now i just type it in chatgpt and i'm done it's amazing and allows me to focus on the important things in my job,5.0,Nlk8908,Game changer!!!!,us,09/27/23,3,2023-09,September,Wednesday,positive
162,2023-07-20 23:39:12,this app is good i use this app to get help on my schoolwork and the fact that i don't have to pay for most features is amazing i tried two other apps that had way more reviews than this and i could only send three messages before it told me to pay if you are looking for an app that is free and not having to worry about paying look no further if you are wanting to get an app that you can pay for though i suggest something different but still this app is really good,5.0,eq009,Amazing app,us,07/20/23,3,2023-07,July,Thursday,positive
163,2023-09-27 01:00:42,i use chatgpt every day because i have constantly a need for bits of text descriptions tweets posts lists information and the program constantly delivers me quality results i use the program to make trivia questions and it works like a champ i use it to expand i've written and it does very well my only negative is that it uses the word palpable too much but otherwise it is constantly surprising me with how well it does just exactly what i need and allows me to focus on the creative stuff,5.0,blankreb,Darn Thing is Great,us,09/27/23,3,2023-09,September,Wednesday,positive
164,2023-05-18 22:45:05,so anytime you ask a question it says it cutoff knowledge is only up to september 2021. was an ai language model my responses are generated based on a snapshot of data available at a specific point in time referred to as the knowledge cutoff this means that the information and events i'm aware of are up to september 2021. i don't have direct access to mealtime information or the ability to browse the internet however i can still provide general information and engage in conversations on a wide range of topics based on what i learned during my training for the most recent and accurate information it's always a good idea to consult update sources or news outlets,2.0,"So, okay",Not up to date,us,05/18/23,2,2023-05,May,Thursday,negative
165,2023-06-18 06:35:16,i had always need it a paper something for me to guide and could go deeper if i wanted to this helped me so much to work on a made up story i was always dreaming of doing but never had a guide yet this app gave me so many details i was entirely impressed how this app goes so much further in as of now i don't have no complains is running perfectly fine and i'm actually surprised this app is free overall a good app to get your hands into if u need a guide through,5.0,Jsiwijejs,Is crazy how many things u can do on chat gpt definitely a 5 star app,us,06/18/23,2,2023-06,June,Sunday,positive
166,2023-05-19 05:47:42,first of all i would like to congratulate and thank you for the app i also wanted to bring to your attention an issue regarding the use of the persian language in the app when an answer is displayed in a list format each item appears only on a single line it doesn't automatically wrap to the next line when the characters exceed the width of the screen please consider addressing this issue as it does not occur when using the english language,5.0,yara_mama,automatically wrap to the next line in Persian language,us,05/19/23,2,2023-05,May,Friday,positive
167,2023-05-28 11:15:29,while the interface is nice and has nice options as well as being able to text to speak i really feel that there should be a text to speech option for chatgpt to respond with for people who just want to talk to the bot and have it talk back maybe visually impaired or easier to use during a task??. anyway everything else is nice and all that chat just needs to be able to have access to the internet soon so it can give live updates on things like weather and events and all that overall cool and would love to see this evolved,4.0,Tedpup,Pretty Cool but Lackluster,us,05/28/23,2,2023-05,May,Sunday,neutral
168,2023-10-10 15:50:49,with recordbreaking increases in the use of artificial intelligence chatgpt has been a wonderful adoption into the vast growing learning industry it has personally help me with numerous personal and work related projects i would highly recommend to anyone that is looking for information or are you conventional web browser to search for research this is a game breaking development and will only be able to grow and do something much greater and more stable with the use of safe and secure client data,5.0,DKLimitless,Chat GPT sets all time high,us,10/10/23,4,2023-10,October,Tuesday,positive
169,2023-09-30 21:54:25,after watching a few videos highlighting the features of chatgpt i decided to download the free version while i am not necessarily interested in the application writing an articleblog post i do find it to be an extremely valuable resource when brainstorming ideas for my writing i have utilized chatgpt both personally for inspiration and professionally for extensive information in saying that i do believe one should do their due diligence before taking any artificial intelligence as 100 factual,5.0,Carols grandaughter,Perfect Brainstorming Tool,us,09/30/23,3,2023-09,September,Saturday,positive
170,2023-08-16 20:11:20,the chatgpt iphone app is an absolute gem it's like having a brilliant conversational partner right in my pocket the apps intuitive interface makes chatting a breeze and the responses are remarkably natural and engaging whether i need assistance a creative spark or just a friendly chat chatgpt always comes through with flying colors it's like magic how it understands context and provides such relevant insights this app is a gamechanger for productive conversations and creative brainstorming kudos to the developers for creating something so incredibly useful and fun,5.0,MindxFlayer,Incredible,us,08/16/23,3,2023-08,August,Wednesday,positive
171,2023-09-16 19:59:50,pretty smooth experience but i wish we could re open the app on the last chat page you were in sometimes i want to continue the chat for the day not have a new conversation every time i have a question or something also a search feature like discord would be greatly appreciated something to jump to the message other than that it's nice that we can enter ways to personalize our chat experiences but it doesn't seem to be that frequent sometimes some chats emphasize a specific specification than others,4.0,b a b y sweets,Nice,us,09/16/23,3,2023-09,September,Saturday,neutral
172,2023-05-20 05:06:11,on the bright side this is what we all have been waiting for a dedicated is app for chatgpt. amazing tactics faster response and a visually stunning design appears to have better server connectivity and load responses much faster places to work the history tab and option to switch between chats is underwhelming as a plus member it's also sad that that i cannot select the plains i wish to used i have to load an older chat with the plains already enabled which is 6 extra clicks before starting to chat,5.0,Lev C.,Pros and Cons,us,05/20/23,2,2023-05,May,Saturday,positive
173,2023-05-19 01:43:50,works amazing already hopefully there's a few redesign to make the app appear friendlier for example maybe have a tab on the top left to see chats instead of the swipe more customization options like other modes besides like and dark mode etc i also noticed my phone got a little hotter than usual using the app just an fix but overall the app does exactly what you'd use chatgpt for in the same manner as the website only negatives for me are the i but the app is amazing recommend everyone give this a try,4.0,shinycharmander,Still lots to work on but great for launch,us,05/19/23,2,2023-05,May,Friday,neutral
174,2023-10-10 16:53:50,i have only been using catgut for a short time but so far it's been very helpful in generating social media posts for my handmade craft business the app comes up with useful info in descriptive ways that i wouldn't generally think of i also love the fact this app has a free version and paid version i don't use it a lot therefore paying to use it only a few times isn't worth it to me overall i'm happy with the app so far no complaints only positive remarks from me,5.0,LTW80,Great and useful AI app!,us,10/10/23,4,2023-10,October,Tuesday,positive
175,2023-06-29 06:25:49,i love how this helps control my add by answering every little question my brain can come up with it's like having the world's greatest professors there at your beck and whim the is app makes it all more convenient and works phenomenally while unfortunately some politicalbased censorship exists on this service it is a fun game to get around it and it becomes an entertaining game in its own right to find knowledge for knowledge sake i'm sorry my responses are limited you must ask the right question dry lanning,5.0,Bungie Studios,Great Tool and Learning Toy,us,06/29/23,2,2023-06,June,Thursday,positive
176,2023-05-18 21:54:12,i literally was just thinking that it would be so convenient if there was an app needed to check my grammar for a work email and simultaneously saw the headline about the app launch it was a quick install with no issues even created a new account seems polished enough we'll see if there are issues going forward curious about server capacity and if we'll be out of luck at random times but it's great for now all your info are belong to openai so proceed with caution,5.0,Pree🕶,No snags yet..no privacy either oh well,us,05/18/23,2,2023-05,May,Thursday,positive
177,2023-05-19 06:45:16,i've been trying out the is client and found it to be very useful with a significantly better user experience compared to accessing it via the mobile web you've really done a great job and i want to express my thanks i would like to bring up three minor issues firstly the plain feature is not very userfriendly. secondly the interaction of switching chat histories could be more intuitive lastly my phone tends to heat up while using the app,5.0,timeless-muia,Great job and some minor issues,us,05/19/23,2,2023-05,May,Friday,positive
178,2023-10-20 23:44:03,i started using chatgpt when it came out last year and i've been on it using it since i've learned so much it's been ridiculous i'm a day trader entrepreneur and with all that i've learned i've put myself ahead of the curb way sooner than expected from helping with come up with ideas to brainstorming ideas i already had even writing out messages emails and even plans for my clients it's the number one too online,5.0,@legendary.being,It has taught me more in less than a year…,us,10/20/23,4,2023-10,October,Friday,positive
179,2023-05-19 05:27:49,love the ai like the app i like the gesture from the left to open history and gesture from right to open a new chat love the ability to search chats can't believe it came to mobile before desktop desktop really needs this and like the speech to text more accurate than is text to speech however there's still more to be desired with the lack of plain and web browsing support for plus subscribers and feel like we need a home screen or something that has all your chats instead of having chat history in a drawer,4.0,VirusZer0,"Amazing AI, Good App",us,05/19/23,2,2023-05,May,Friday,neutral
180,2023-09-19 22:43:59,you always give great answers for my questions especially in tech part any time i ask you a question or want to trouble shoot for my computer iphone apple watch and home appliances in a few seconds you give me very clear instructions for what to do in steps most of the time you resolve my problems don't mention my questions in other areas such as gardening cooking legal issues science and a lot more i am very happy with you thanks for millions,5.0,ShirlNumber1,You are very helpful!!!,us,09/19/23,3,2023-09,September,Tuesday,positive
181,2023-05-20 05:29:01,as soon as i learned they made an app for this i had to grab it right away chatgpt has been very helpful for me bringing ideas together writing emails making product descriptions and more i'm on my phone all the time so it's amazing it's in app form now the typing vibration kind of threw me off at first but i kind of like it i feel like the response was fast and the experience seems to be just as good as the website for me as someone who uses it in its basic form,5.0,1AdrienneRose,Had to get it right away!,us,05/20/23,2,2023-05,May,Saturday,positive
182,2023-09-11 05:04:55,it needs error corrections it is amazing that it can do the things it does but really instead of doing work for you it makes you do more work you have to doublecheck everything it says if you want to use the text it generates for an article or assignment you have to record and reformat everything it claims it can do much more than i have been able to get it to do i think it will be a useful tool in the future you probably want to wait for the next version before subscribing i don't know why it can't be self correcting now if i can fact check it why can't chatgpt fact check itself,2.0,Pseudotsuga,I hope it gets better soon.,us,09/11/23,3,2023-09,September,Monday,negative
183,2023-09-28 20:51:11,this application is priceless it transformed my life in many aspects i use it to transform african youth towards development and industrialization of the continent the advise guidance accurate analysis are outstanding if this application had happened earlier many wars would have been avoided and the level of african population would have changed long ago get provides me with everything needed for the future of africa in everything and everyday the future of africa is changed due to this little application sam altar has changed the future for millions of people may the gods protect and bless the work of your hands and all the good you provide the only small hiccup is that at times you warn about telling facts about the way we africans are please continue to provide my africa reach the tomorrow and walk towards the future with you emulate de sandals small village mulatto,5.0,Mulata de Sanzala,GPT4,us,09/28/23,3,2023-09,September,Thursday,positive
184,2023-10-02 15:57:02,chatgpt is a good app however i when i'm asking it to write certain things it is not writing them for my diverse perspective that is probably because the makers or the app are either caucasian asian or any other nationality that doesn't relate to being a minority both in reference to melanie skin tone and reference to gender but overall the app is good it lets you get your thoughts out and then put them in a clearer perspective that is understandable to the intelligent mind and the mind that lacks the collegiate capacity to understand what you are meaningtrying to convey,4.0,expose lies,Diversity and inclusion,us,10/02/23,4,2023-10,October,Monday,neutral
185,2023-06-05 02:46:58,currently chatgpt is version of gpt4.0 does not support selecting plains or web browsing directly within the app it is hoped that these features will be added in the future as a temporary solution you can access web browsing or plain conversations through the computer web version and then use the chat history feature in the is version to utilize these functionalities.,5.0,Xxiaod,The iOS version of the app is still lacking in terms of features,us,06/05/23,2,2023-06,June,Monday,positive
186,2023-06-14 22:27:11,i have had an excellent experience using chatgpt! it consistently delivers insightful and relevant responses making our conversations engaging and informative the aids ability to understand and generate coherent sentences is truly impressive it has helped me find answers to various questions explore different topics and even engage in casual discussions the flexibility and breadth of knowledge exhibited by chatgpt are commendable overall i highly appreciate the capabilities and utility of this ai chariot and i'm grateful for the assistance it provides,5.0,1001 harvey dr,It’s the best AI app for conversations,us,06/14/23,2,2023-06,June,Wednesday,positive
187,2023-05-19 17:58:17,chatgpt’s is app is an absolute delight with its sleek interface impressive language abilities and flawless performance it deserves nothing less than a star ratings the apps design is intuitive making interactions seamless and enjoyable chatgpt’s vast knowledge base ensures accurate and personalized responses while its reliability guarantees prompt assistance privacy and security are prioritized further enhancing the overall experience if youlre looking for a topnotch ai companion look no further than the chatgpt is app,5.0,Jimmy12549,Flawless AI Companion: ChatGPT iOS App - A 5-Star Gem!,us,05/19/23,2,2023-05,May,Friday,positive
188,2023-10-04 16:16:47,truthfully this is my favorite app hands down i use it to learn new things daily i am very curious about the whys of everyday situations and topics i enjoy going beyond the surface level to better understand the world i have utilized chatgpt for professional guidance resources emotional and individual guidance you are able to ask virtually any question and it will help to find an answer i enjoy the customization features for example asking to state the response in terms my 8 year old would understand it has helped me in writing songs life tutorials life hacks and transforming my thoughts into a well written letter of recommendation honestly it's such a great resource and you don't need to search the web for a clear answer to what you want to know it is easily listed for you in your app 55,5.0,Worldofmonse,A Necessity for “Forever Learners”,us,10/04/23,4,2023-10,October,Wednesday,positive
